,0,1,0
154,0.46344677,-5.1907263,27
155,-0.3376342,-6.0283403,27
156,-1.2847855,-2.5254152,27
157,1.0779496,-3.9677706,27
158,2.0312998,-3.4603362,27
159,1.1781316,-5.5953045,27
160,-1.9070865,-8.007496,28
161,-4.829879,-7.481605,28
162,-4.6948647,-7.9479113,28
163,-5.3275957,-7.315874,28
164,-4.7531443,-6.4335647,28
165,4.090651,-4.1249285,29
166,2.6060708,-3.137299,29
167,2.434908,-5.611872,29
168,5.767789,-0.8866635,29
169,2.889942,-3.9718733,29
170,1.2679024,-2.5080178,29
171,3.1625283,-2.7440693,29
172,3.18645,-6.1488705,29
173,4.268773,-5.9008946,29
174,3.319268,-4.613128,29
175,2.207197,-4.385402,29
176,-0.074154735,-3.328504,29
177,4.1015606,-5.1729856,30
178,2.8039796,-2.4781225,30
179,2.9857981,-2.647155,30
180,0.847224,-0.5380561,30
181,3.7638412,-1.7586825,30
182,1.2924355,-2.60566,30
183,1.8036724,-2.1389554,30
184,4.7517166,-5.8432617,31
185,3.639557,-1.9540552,31
186,5.9434214,-4.647248,31
187,4.2429605,-7.839998,31
188,6.0394683,-4.7250166,31
189,3.970758,-1.2452816,31
190,3.0546741,-2.6360743,31
191,2.3712742,-2.5493045,31
192,4.98957,-7.358988,31
193,6.1585026,-1.2577351,31
194,5.075506,-0.51740825,31
195,5.2000093,-2.5632987,31
196,-2.6454234,4.360907,32
197,3.293816,1.8260067,32
198,-4.145387,1.3408223,32
199,-3.0297275,4.7729683,32
200,1.4037752,1.4645965,32
201,-4.7525506,2.1429284,32
202,-8.003697,2.2386708,32
203,-3.0837815,2.819561,32
204,2.9352555,1.1709621,32
205,-7.1020403,0.25701562,32
206,1.5554057,-0.43061003,32
207,-0.502608,3.7534564,32
208,2.5935676,-0.8926052,33
209,4.2829027,-0.7115871,33
210,-3.0440392,-2.4079957,33
211,-5.9214587,-4.9095454,33
212,-5.607903,-4.6596184,33
213,-5.7380133,-5.1963873,33
214,0.601388,-8.722305,34
215,0.40416402,-8.541619,34
216,0.71809,-9.002536,34
217,-5.4451394,-3.651178,35
218,-4.0127373,-4.5634136,35
219,-4.943321,-3.5786479,35
220,-4.289561,-3.71551,35
221,-3.1513195,1.0658221,35
222,-3.296612,-4.465252,35
223,-1.216232,-5.1667085,35
224,4.481211,-6.935688,35
225,-4.7633395,-4.2100005,35
226,-3.350638,-3.503602,35
227,-1.5286161,4.7787056,35
228,-4.218755,-2.846446,35
229,1.6919329,2.6885376,36
230,-4.3915997,1.0266925,36
231,1.0262055,2.5022423,36
232,1.4480543,2.686929,36
233,-7.064855,-2.3000643,37
234,-6.314829,-1.3520577,37
235,-6.9247727,-2.2922726,37
236,-6.1640882,-0.5565677,37
237,-3.0846539,-1.197166,37
238,-1.5220599,-5.3094993,37
239,-3.6870708,-3.6107302,37
240,-2.5006068,-4.817604,37
241,-2.3840342,-2.6328528,37
242,-1.3569742,-2.281889,37
243,-3.2373676,-4.149683,37
244,0.30315426,-3.1311166,38
245,1.8934939,-1.2331992,38
246,1.0470574,-1.7163408,38
247,-0.12993288,-1.7239401,38
248,2.4469357,-2.372322,38
249,0.012112112,-3.0509305,38
250,5.182866,-5.4452543,38
251,-3.821714,-4.542899,38
252,2.0718737,-2.4524257,38
253,-2.7347353,-4.9239097,38
254,2.6376693,1.5453379,39
255,3.0723596,0.7232456,39
256,0.9771461,-1.3597698,39
257,6.7523346,0.7290117,39
258,0.6376183,-1.5411042,40
259,-2.9122887,1.7150866,40
260,0.6728289,1.1103736,40
261,0.36809593,-0.57885516,40
262,0.40869644,-0.5950782,40
263,-4.8459597,-5.0416813,40
264,5.0368156,1.1767424,40
265,1.7992761,-0.08882136,40
266,-1.4251264,0.3677986,40
267,5.346256,6.705564,40
268,3.239563,5.4888453,41
269,1.3514216,4.5869,41
270,5.710005,1.7906573,41
271,7.0467367,-0.30582651,41
272,2.7953057,3.390588,41
273,3.0806248,6.1514907,41
274,6.342688,-2.897875,41
275,4.351852,3.8187094,41
276,5.8117814,3.6879497,41
277,6.664419,3.0778375,41
278,1.2025074,3.4871602,41
279,4.4610133,2.4447265,41
280,-4.200995,0.4224451,42
281,0.02583489,-1.6222693,42
282,-1.6349342,-0.019150032,42
283,-6.969487,-0.52208304,42
284,-4.0681634,0.6021791,42
285,-3.3086696,-2.5777862,42
286,-3.4434075,-2.643754,42
287,-4.1121106,1.2001169,42
288,-3.7989388,1.2053907,42
289,-4.6348248,-0.500219,42
290,-6.891816,1.9307297,42
291,-4.670732,0.7952008,42
292,-2.9191248,2.2100103,43
293,4.058286,4.147678,43
294,5.588183,-1.1628133,43
295,5.8651204,2.1018493,43
296,6.6070967,3.5082977,43
297,7.2922444,1.3958292,43
298,4.086307,1.2444216,43
299,5.342407,-2.6061838,43
300,1.6650174,-0.009244136,44
301,4.274932,-4.0793996,44
302,1.4514861,0.07323621,44
303,4.621961,-2.5143647,44
304,5.5277867,5.7914696,44
305,0.0539065,-2.9940553,45
306,1.5946523,-0.56107575,45
307,-1.794528,-7.683361,46
308,-1.3080516,-7.253182,46
309,0.9041523,-7.9780087,46
310,-5.089703,1.5116057,47
311,-1.822849,2.046682,47
312,4.9246573,1.7615817,47
313,2.0410788,3.0500655,47
314,4.1944017,2.016611,47
315,2.2704482,1.0437657,47
316,0.83253694,2.5255876,47
317,2.950403,1.6578075,47
318,1.1406275,1.280492,47
319,-0.29591307,-0.8782042,47
320,-4.7599745,2.5775251,47
321,2.6004984,2.3049033,47
322,-7.7993016,-0.25436187,48
323,-6.664309,-0.24192105,48
324,-7.180852,-0.14404985,48
325,-0.5981216,-3.6552227,49
326,-2.6690655,-4.147148,49
327,1.2533525,-3.1072407,49
328,0.6661924,-3.4983127,49
329,-3.5782847,-4.0168295,49
330,-2.0275111,-3.9227118,49
331,-2.1945567,-5.1332397,49
332,-0.87772155,-4.990931,49
333,0.70084137,-2.6258664,49
334,0.07331189,-3.0300338,49
335,-1.5237776,-4.6851482,49
336,-0.6772736,-3.5927653,49
337,0.44095966,-0.9131632,50
338,1.4038478,-5.89271,50
339,2.2655046,-7.738114,50
340,-6.3701324,-3.5675335,50
341,-5.6160417,-2.0057411,51
342,-4.3005395,-1.4728475,51
343,-3.3042395,-1.9747069,51
344,-3.8555512,-2.4897628,51
345,-3.2404704,-0.6705323,51
346,-6.472984,-1.5931818,51
347,-2.331064,-3.7875798,52
348,-2.5949745,-3.8564703,52
349,-4.950281,-3.582694,52
350,-4.26815,-4.1613355,52
351,-4.559247,-3.4372156,52
352,-3.7767987,-4.549402,52
353,-4.889936,-3.737282,52
354,-3.2359216,-0.090840146,52
355,-3.3479497,-3.2258484,52
356,-1.4034969,-0.44606048,53
357,0.5626128,-0.32099506,53
358,-3.25374,-0.42678103,53
359,-1.750477,-3.2490206,53
360,-2.581402,-2.661698,53
361,-1.8432701,1.0832987,53
362,-2.2151732,-0.4800355,53
363,-0.18184145,-2.2630007,53
364,-0.50300986,-0.7662222,53
365,3.4598517,-6.700805,54
366,3.365035,-4.0944824,54
367,3.3225367,-5.212701,54
368,2.1418123,-3.5766246,54
369,3.2333086,-5.8817973,54
370,3.4793906,-6.623823,54
371,1.4113317,1.5107952,55
372,3.9351351,0.14962673,55
373,2.0293279,2.6330304,55
374,3.184428,2.5271466,55
375,2.6105733,5.607763,55
376,-2.4140952,4.616596,55
377,-1.0640911,4.3671184,55
378,-3.5450191,3.3942926,55
379,-1.3779988,2.6655262,55
380,-7.283939,-0.024725055,56
381,-7.3520083,-0.17024948,56
382,-4.1627436,1.3213993,56
383,-4.729332,-6.7085624,56
384,-4.180584,-4.427452,56
385,-5.0374994,2.3255153,56
386,-7.2839365,-0.024726328,56
387,1.3397616,-7.002002,57
388,-0.19942388,-3.7843118,57
389,-0.16269606,-6.209177,57
390,2.716079,-6.397749,57
391,-1.6574996,-4.006737,57
392,-3.2469082,-1.1526448,57
393,-0.40504462,-2.1383407,57
394,-0.6445294,-4.6171665,57
395,-2.08802,-5.168967,57
396,-0.9807168,0.89867854,57
397,-6.375148,-3.4240336,57
398,1.5892906,-4.370939,57
399,-2.7209027,-2.871038,58
400,-3.0813746,-3.323625,58
401,-6.6327105,-3.3287868,58
402,-4.0630426,-0.6256126,58
403,-3.5613644,-4.681437,58
404,2.2817037,-7.6040125,59
405,2.2879572,-7.2315116,59
406,5.745228,-1.7495816,59
407,4.981876,-6.968079,59
408,3.7562912,-0.45283794,59
409,-3.155296,-5.550175,59
410,4.885524,-3.3876078,60
411,4.6970024,-7.178609,60
412,-1.0343177,-2.3756135,60
413,1.9471159,-3.1671016,60
414,5.33045,-5.463077,60
415,3.3739715,-5.4196086,60
416,4.665906,5.630962,60
417,3.9835439,3.7856681,60
418,4.300121,-2.2274847,60
419,2.046147,-4.485271,60
420,3.990769,-6.997339,60
421,5.1987276,-3.0109262,60
422,0.35475934,-5.9004145,61
423,-0.8445322,-6.2928042,61
424,0.5518589,-4.628749,61
425,3.6903136,-4.4010363,61
426,1.7675775,-5.410598,61
427,0.45725885,-7.73613,61
428,5.8631988,-6.0638533,61
429,4.5269732,-7.4209604,61
430,-2.1312356,-3.2780044,61
431,2.548044,-4.934409,61
432,-0.96453196,-7.293986,61
433,1.6915178,-5.440271,61
434,-6.4496226,-3.2815416,62
435,-1.7311444,-4.6133795,62
436,1.9594783,-0.23875389,62
437,-3.5786607,-4.553038,62
438,-2.3505015,-3.7941897,62
439,-3.3129396,2.6384795,63
440,-5.2664695,1.7692491,63
441,-4.0908074,1.3317602,63
442,-3.2698746,2.3747144,63
443,-7.4653726,0.50851345,63
444,-3.8557985,1.7259876,63
445,-3.6052392,-5.126706,64
446,-2.9082317,-4.350196,64
447,-3.1228368,-4.492447,64
448,-6.3666973,0.34650376,64
449,-3.4875066,-4.861523,64
450,0.09756211,-2.5336604,64
451,-1.9339563,-3.5580106,64
452,-3.542216,-4.8184314,64
453,-2.4535897,-1.5555263,64
454,1.340403,-3.688866,64
455,-3.4774208,-5.3618813,64
456,-4.0175056,-5.3215985,64
457,2.4656067,-1.7959203,65
458,-0.53639776,-3.6212442,65
459,1.3187877,-4.2712584,65
460,1.4784446,0.006833992,65
461,6.4686666,0.13551728,65
462,3.5974488,-6.9074297,65
463,5.440466,3.0155878,65
464,4.8145914,-1.3020029,65
465,-2.2121756,-3.3385754,66
466,-4.812164,-4.3265157,66
467,-4.985718,-4.156606,66
468,-3.6633852,-3.3108983,66
469,-6.5675735,-3.3675623,66
470,-2.471343,-4.9796243,66
471,-6.9096303,-2.82245,66
472,-3.052074,0.8417236,66
473,-5.379989,-1.7347162,66
474,-4.5050025,-0.5887133,66
475,4.554406,1.4472444,67
476,4.0936313,-1.351541,67
477,4.228291,0.7726672,67
478,0.41404814,-2.7392676,68
479,0.85682505,-0.042400714,68
480,4.365363,-7.7702827,68
481,3.157284,-2.0715156,68
482,0.017680915,-4.4052725,68
483,-0.93925166,-3.9003608,68
484,4.2926908,-5.4757934,68
485,1.1895059,-2.242357,68
486,2.6565063,-6.508661,68
487,3.452796,-1.6093882,68
488,-1.188889,-0.16951282,68
489,3.4252868,-0.7185633,68
490,7.635129,-2.4968584,69
491,6.1978855,-6.0463605,69
492,-0.7790208,2.1116836,70
493,5.683769,-1.7803974,70
494,2.7213151,0.869184,70
495,2.8007236,1.6345853,70
496,5.3538027,0.123904616,70
497,3.400101,2.2325246,70
498,4.2026377,-1.832384,70
499,4.801628,0.7910873,70
500,1.1082238,1.9732817,70
501,7.1376595,1.7772679,70
502,3.2969716,-2.8460572,71
503,2.9767709,-5.61059,71
504,1.7599369,-5.394189,71
505,2.9526875,-3.2327895,71
506,1.7077312,-4.081328,71
507,1.8922954,-7.1815743,71
508,1.4848619,-8.067202,72
509,2.1886027,-6.7912645,72
510,0.9296366,-7.1186047,72
511,-0.66178733,-7.5845556,72
512,0.43433627,-8.31353,72
513,0.6168878,-8.04948,72
514,-0.015899846,-7.90508,72
515,0.72691923,-7.831746,72
516,-0.38191047,-7.849592,72
517,1.4339194,-8.06008,72
518,-2.826028,-8.470047,73
519,-3.1383777,-6.5354385,73
520,-2.7634318,-8.221826,73
521,-3.8485165,-7.139534,73
522,-2.5576336,-7.764332,73
523,-2.988917,-6.4767365,73
524,-2.7936358,-7.987709,73
525,-0.84267455,-6.6507783,74
526,7.4422374,-3.585287,74
527,2.5263855,-5.0690575,74
528,3.0898924,-7.3871403,75
529,1.473874,-8.4960575,75
530,3.0898638,-7.3871655,75
531,1.4738586,-8.496075,75
532,3.0898585,-7.3871517,75
533,1.4090612,-1.4622401,76
534,5.996733,-3.3656783,76
535,5.843618,-2.2940736,76
536,1.4090611,-1.4622383,76
537,5.942006,-2.9253361,76
538,2.8558974,-0.21186738,77
539,4.22118,-0.2559671,77
540,2.8558893,-0.21185505,77
541,4.1616173,-0.25133118,77
542,2.8558905,-0.2118689,77
543,6.1518106,-2.8146095,78
544,5.294361,3.2162662,78
545,6.487946,-2.9393578,78
546,4.3278985,-0.6715895,78
547,-1.0680414,4.7383094,78
548,-1.0124896,5.7009115,78
549,2.183856,-2.36996,79
550,-1.473633,-2.5689151,79
551,-2.3928967,-3.8229105,79
552,1.7988061,-2.316001,79
553,1.432899,-0.6403963,79
554,-1.4693784,-4.803866,79
555,1.4951158,-7.2060494,79
556,-1.2255851,-4.0119157,79
557,-0.9514473,-2.2101364,79
558,-1.2527546,-1.5918282,79
559,3.2275805,-0.62025726,80
560,3.9872186,-0.6790722,80
561,2.95094,-0.7927607,80
562,3.1703062,-0.61721057,80
563,3.8598807,-0.710485,80
564,5.0280128,-3.4574687,81
565,5.438073,-2.2640803,81
566,6.1495275,-2.9006884,81
567,4.636519,-4.4986005,81
568,2.0236995,-6.858991,82
569,1.2183033,-5.3025556,82
570,3.847139,-5.6834235,82
571,3.309259,-2.517511,82
572,-0.04841776,-3.0391884,82
573,3.5636399,-5.9052114,83
574,3.366601,-2.1189778,83
575,-1.3621198,-2.2355125,83
576,-4.459661,-0.4728463,83
577,-0.5975197,-5.38478,83
578,1.1034615,-5.191631,83
579,-0.24536854,-5.0948057,83
580,2.4031956,-2.757965,83
581,-1.5426252,-4.3727074,83
582,-0.26370555,-5.5011463,83
583,-1.8685356,-0.96186745,83
584,-1.5916888,-2.3473663,83
585,0.58328336,-7.772974,84
586,0.5832835,-7.772971,84
587,0.58328915,-7.7729697,84
588,-5.2887864,-2.5112443,85
589,-3.314602,-3.4702313,85
590,-4.062324,-3.4927402,85
591,-6.912619,-2.1516073,85
592,-6.685537,-1.8755112,85
593,-6.44812,-1.0089048,85
594,-2.7803118,-1.6088978,85
595,-2.653739,-4.954043,85
596,-2.281348,-2.4620342,85
597,-1.1834773,-5.024217,86
598,-4.0593696,-5.60368,86
599,5.544969,-3.1757474,86
600,1.2204783,-6.7100506,86
601,1.1368405,-2.9476843,86
602,1.6943756,1.7058651,87
603,2.5180106,2.8632736,87
604,-5.239999,1.7436036,87
605,-1.2953691,-2.6922429,88
606,-1.2358598,-2.6374013,88
607,1.6060625,-8.605429,89
608,1.0091784,-7.76494,89
609,-2.6353097,-8.284207,89
610,-1.1759301,-6.399292,89
611,-0.85182494,-6.7061696,89
612,-1.9886163,-7.3968687,89
613,-1.5807084,-6.183457,89
614,3.2276282,-7.816764,89
615,-2.203845,-4.901195,89
616,0.84727114,-8.508541,89
617,-2.4861856,2.8030822,90
618,3.951146,-2.2088585,90
619,1.6710368,1.0291054,90
620,-3.2993712,2.645157,90
621,-5.2617974,2.2114499,90
622,-2.363448,1.5914391,90
623,-4.141699,1.7663137,90
624,-3.7239738,1.5794388,90
625,-2.801439,1.9877415,90
626,4.341794,-2.0818925,91
627,2.418968,-2.2196162,91
628,0.6967933,-1.1438074,91
629,3.4735982,0.41997734,91
630,4.885744,-0.032371566,91
631,5.10885,-3.9621928,91
632,4.995958,-3.0670426,91
633,-3.4927363,-2.0435731,92
634,-4.0236397,-5.37614,92
635,-2.4511142,-6.185558,92
636,-1.446211,-3.5702121,92
637,-3.6627996,-4.291014,92
638,-3.1926186,-5.8013687,92
639,-2.1477163,-4.777243,92
640,-2.3343344,-6.51796,92
641,-0.12318486,-7.1901283,92
642,-4.4179325,-7.7408705,92
643,-3.530455,-7.2589073,93
644,-3.530457,-7.258907,93
645,4.3766174,2.1786168,94
646,2.5227525,3.3073213,94
647,2.472269,-4.0934463,94
648,4.877487,-2.5250075,94
649,6.0099688,-0.93997127,94
650,2.2619374,-6.0068994,94
651,6.47866,-3.5089679,94
652,4.261065,0.89934105,94
653,4.8166127,2.6204612,94
654,7.0000353,0.27506158,94
655,4.4620748,0.5737543,94
656,5.816566,4.959214,94
657,5.457668,2.471076,95
658,0.7422345,7.823014,95
659,2.4786265,-4.948965,96
660,2.4786284,-4.948964,96
661,2.4786186,-4.9489613,96
662,0.11060012,-7.486643,97
663,0.7135529,-6.8629937,97
664,3.0438874,-5.449501,97
665,-0.10719842,-7.079115,97
666,1.8306457,-4.6122403,97
667,1.9929988,-3.499752,98
668,3.6103227,-5.927348,98
669,-0.20795451,-8.442132,98
670,1.3867655,-4.23916,98
671,-1.0633291,-8.119292,98
672,-0.9687986,-8.026114,98
673,-1.8171157,-5.842527,99
674,-2.5015893,-4.958483,99
675,-2.1523454,-6.4323683,99
676,-2.502129,-4.1565456,99
677,1.3316876,-1.964712,99
678,-6.8403068,-3.685543,99
679,-3.1901045,-7.274272,99
680,1.3741337,-8.500461,99
681,0.04390542,-8.111928,99
682,-0.8678258,-8.154464,99
683,-6.630228,-2.1758661,99
684,-2.4559054,-4.16423,99
685,-3.8136623,-5.666952,100
686,-1.6307161,-2.2917333,100
687,-6.561225,-5.240184,100
688,-3.6650114,-4.8334966,100
689,-4.724141,-5.204649,100
690,-3.764014,-5.771835,100
691,-7.917234,-1.1039673,100
692,-3.7601445,-3.4002178,100
693,-5.7038727,-4.6893263,100
694,-4.0765476,-5.53872,100
695,1.9970334,-1.2630042,100
696,-7.477312,-3.6696913,100
697,0.89426786,1.153613,101
698,2.7970867,-1.4373378,101
699,-2.5497801,-0.80822885,101
700,-0.2901809,-7.2414336,101
701,1.7245624,1.6140637,101
702,2.8842604,2.0918283,101
703,2.8796341,-2.9296265,101
704,-6.231908,-0.1147605,101
705,5.004383,-4.1459846,101
706,4.3269825,3.228465,101
707,1.8954433,-4.7262225,101
708,1.5809758,-2.195728,101
709,0.45634642,-0.41180503,102
710,-3.6053197,-7.3039412,102
711,-0.59945005,-2.2776108,103
712,-4.56521,-0.57850224,103
713,-1.8609463,-2.6719627,103
714,-1.4012694,-2.459116,103
715,-5.501403,-0.14231005,103
716,-4.448183,-3.9431446,103
717,-4.316832,0.79816127,103
718,-4.6066985,-5.5371685,103
719,-3.097207,-0.5353478,103
720,-3.659616,-4.253502,103
721,-2.8674269,-5.109028,103
722,-4.9636407,-4.8406115,103
723,4.223447,-4.581944,104
724,3.61167,-6.487958,104
725,0.98944277,-5.337038,104
726,-0.32008716,-6.2231135,104
727,4.111602,-4.644243,104
728,2.6514904,0.5332393,104
729,-0.43979383,-3.6713157,105
730,-1.5462023,-2.6427937,105
731,-1.6886474,-5.32371,105
732,6.4386716,-3.7869418,106
733,3.8734622,2.6864522,106
734,4.4060817,0.14603731,106
735,4.4551454,-1.9554974,106
736,-0.7112455,-5.430575,106
737,-1.2617319,-4.0230055,106
738,2.0282216,-2.0443442,106
739,6.438672,-3.7869544,106
740,0.15598117,-2.4606805,107
741,1.9147421,-0.9369884,107
742,1.1556988,-3.497617,107
743,0.35680827,-5.063969,107
744,0.93600446,-1.742642,107
745,3.2403378,-5.3922515,107
746,0.6668232,-4.253867,107
747,1.3370228,-2.9305902,107
748,2.675954,-5.359599,107
749,1.060402,-4.274195,107
750,0.3703505,-3.801072,107
751,1.0860649,-3.7288532,107
752,3.8373532,2.9203196,108
753,4.2739997,2.999068,108
754,1.1439354,3.1210122,108
755,-2.715883,4.4898214,108
756,1.5121955,3.8256495,108
757,5.1700516,5.6528835,108
758,4.364527,4.894956,108
759,2.8610477,3.3839738,108
760,3.0914507,4.473006,108
761,4.374903,2.9047496,108
762,5.6831074,2.271271,108
763,4.9305162,0.92477477,108
764,-0.21063432,-2.0775054,109
765,-6.9580474,-1.9752935,109
766,-3.8171139,-2.5499191,109
767,-1.0375994,-1.7582779,109
768,-0.5028611,-2.2936296,109
769,4.2162137,2.9874294,110
770,3.6181517,3.7943919,110
771,5.5323634,6.268939,110
772,3.063439,3.2118387,110
773,2.1119041,5.2921133,110
774,2.8311088,8.745199,110
775,6.659319,5.013945,110
776,-2.9726052,4.39429,110
777,0.26995304,7.2317038,110
778,1.0132935,5.972335,110
779,3.1948311,4.1341996,110
780,3.6640704,8.086174,110
781,2.234839,1.5924605,111
782,3.778614,4.1141067,111
783,4.887848,1.2161754,111
784,0.7055579,2.6082094,111
785,-1.2850727,-2.6513834,111
786,0.51018965,1.7456884,111
787,-0.12014401,-0.25835046,111
788,7.4351325,0.8803051,111
789,-3.579539,3.0985804,111
790,4.327904,5.547129,111
791,-1.7823365,-5.18599,112
792,-2.0621848,-4.6979365,112
793,-2.0954847,-3.951561,112
794,1.1479123,-3.39387,112
795,0.38676688,0.6646813,112
796,-2.0119033,-3.0059364,112
797,-5.656702,-2.654986,112
798,-6.778638,-3.1844928,112
799,-3.0381987,1.8237145,113
800,1.8636794,0.8853376,113
801,0.54751045,-1.4189174,113
802,0.25646153,-1.999025,113
803,-4.0208635,1.3771963,113
804,0.36469427,-0.24802504,113
805,0.4103535,-0.22510514,113
806,-2.9731815,0.27811757,113
807,1.8957471,-0.74357927,113
808,0.061741203,-1.7067165,113
809,-0.10288586,-1.7261707,113
810,-3.5249374,-4.623412,114
811,-1.9796685,-4.286681,114
812,-3.970933,-3.7685828,114
813,-2.8099217,-4.098188,114
814,-2.9164574,-4.6152015,114
815,-4.1928463,-3.8136778,114
816,-3.7270532,-3.6525033,114
817,-1.2578503,-2.8466532,114
818,-2.0132782,-4.70548,114
819,-2.764363,-2.743365,114
820,7.702804,-4.5061717,115
821,5.4548173,-7.1176534,115
822,1.8023765,-6.1518874,115
823,1.4348207,-6.980965,115
824,1.2921407,-7.06587,115
825,3.6929255,-6.7244587,116
826,1.5236126,1.6270525,116
827,2.721329,-0.031730786,116
828,1.6618202,-4.149671,116
829,4.1554656,1.3055763,116
830,-0.21933003,1.8830153,116
831,3.0204926,0.286701,116
832,4.2368813,2.118165,116
833,5.549608,1.7201973,116
834,6.5835047,-0.028805636,116
835,0.26328948,-1.9770042,116
836,4.3139358,3.456831,117
837,1.3634236,1.3094233,117
838,5.30622,-2.4983552,117
839,2.6131656,1.036613,117
